question1_id,question2_id,snippet,question1,question2,relatedness_mean,relatedness_count,relatedness_list,relatedness_std
1566056087.6877b4823a282cd8b05b56bf994aead3.134.12,1566137854.a8218cf2c670854e0ff18cf35f66c962.134.12,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it because she saw its value. In that moment, my view of success and creativity changed.",Is your work different today because of this experience?,What changed in a sense that you applied to your daily life?,1.7142857142857142,7,"[2.0, 1.0, 3.0, 3.0, 1.0, 2.0, 0.0]",1.1126972805283737
1566056087.6877b4823a282cd8b05b56bf994aead3.134.12,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.134.12,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it because she saw its value. In that moment, my view of success and creativity changed.",Is your work different today because of this experience?,How much was it?,0.16666666666666666,6,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.408248290463863
1566056087.6877b4823a282cd8b05b56bf994aead3.134.12,1566188724.07978312887e4b92832085e5e97d8127.134.12,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it because she saw its value. In that moment, my view of success and creativity changed.",Is your work different today because of this experience?,"How did your veiw change, from what to what? ",1.1666666666666667,6,"[1.0, 3.0, 0.0, 3.0, 0.0, 0.0]",1.4719601443879744
1566056087.6877b4823a282cd8b05b56bf994aead3.134.15,1566137854.a8218cf2c670854e0ff18cf35f66c962.134.15,"I realized that success is a moment, but what we're always celebrating is creativity and mastery. But this is the thing: What gets us to convert success into mastery?",How do you define success or mastery?,How does one bridge the gap and change thier mindset?,0.5,6,"[1.0, 0.0, 0.0, 2.0, 0.0, 0.0]",0.8366600265340756
1566056087.6877b4823a282cd8b05b56bf994aead3.134.15,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.134.15,"I realized that success is a moment, but what we're always celebrating is creativity and mastery. But this is the thing: What gets us to convert success into mastery?",How do you define success or mastery?,What converts success into mastery?,1.5714285714285714,7,"[2.0, 2.0, 1.0, 1.0, 1.0, 1.0, 3.0]",0.7867957924694432
1566056087.6877b4823a282cd8b05b56bf994aead3.134.15,1566188724.07978312887e4b92832085e5e97d8127.134.15,"I realized that success is a moment, but what we're always celebrating is creativity and mastery. But this is the thing: What gets us to convert success into mastery?",How do you define success or mastery?,why would you think success is a moment? ,1.5714285714285714,7,"[1.0, 1.0, 3.0, 0.0, 1.0, 3.0, 2.0]",1.1338934190276817
1566056087.6877b4823a282cd8b05b56bf994aead3.134.18,1566137854.a8218cf2c670854e0ff18cf35f66c962.134.18,This is a question I've long asked myself. I think it comes when we start to value the gift of a near win.,Have you reached success or mastery?,How do we set those goals for us in order to achieve or nearly achieve them?,1.0,6,"[0.0, 0.0, 2.0, 2.0, 0.0, 2.0]",1.0954451150103321
1566056087.6877b4823a282cd8b05b56bf994aead3.134.18,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.134.18,This is a question I've long asked myself. I think it comes when we start to value the gift of a near win.,Have you reached success or mastery?,anything else?,0.875,8,"[0.0, 2.0, 0.0, 1.0, 1.0, 0.0, 1.0, 2.0]",0.8345229603962802
1566056087.6877b4823a282cd8b05b56bf994aead3.134.18,1566188724.07978312887e4b92832085e5e97d8127.134.18,This is a question I've long asked myself. I think it comes when we start to value the gift of a near win.,Have you reached success or mastery?,What is the value of a near win?,0.8571428571428571,7,"[1.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0]",0.37796447300922725
1566056087.6877b4823a282cd8b05b56bf994aead3.134.3,1566137854.a8218cf2c670854e0ff18cf35f66c962.134.3,"After the curator Robert Storr selected all the paintings from her lifetime body of work, I loved looking at the paintings from the 1970s. There were some motifs and elements that would come up again later in her life.",What were some of these elements?,What events came up that you saw as relate able?,1.8571428571428572,7,"[3.0, 2.0, 1.0, 1.0, 3.0, 2.0, 1.0]",0.8997354108424375
1566056087.6877b4823a282cd8b05b56bf994aead3.134.3,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.134.3,"After the curator Robert Storr selected all the paintings from her lifetime body of work, I loved looking at the paintings from the 1970s. There were some motifs and elements that would come up again later in her life.",What were some of these elements?,What type of elements?,2.7142857142857144,7,"[3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 2.0]",0.48795003647426655
1566056087.6877b4823a282cd8b05b56bf994aead3.134.3,1566188724.07978312887e4b92832085e5e97d8127.134.3,"After the curator Robert Storr selected all the paintings from her lifetime body of work, I loved looking at the paintings from the 1970s. There were some motifs and elements that would come up again later in her life.",What were some of these elements?,Tll me about the motifs what are they? ,1.5,8,"[2.0, 2.0, 3.0, 1.0, 0.0, 2.0, 0.0, 2.0]",1.0690449676496976
1566056087.6877b4823a282cd8b05b56bf994aead3.134.6,1566137854.a8218cf2c670854e0ff18cf35f66c962.134.6,"I remember asking her what she thought of those early works. If you didn't know they were hers, you might not have been able to guess.",What made the early works so different?,What about her work stood out to you?,1.7142857142857142,7,"[3.0, 2.0, 2.0, 0.0, 1.0, 2.0, 2.0]",0.9511897312113419
1566056087.6877b4823a282cd8b05b56bf994aead3.134.6,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.134.6,"I remember asking her what she thought of those early works. If you didn't know they were hers, you might not have been able to guess.",What made the early works so different?,What did she think about her early works?,1.75,8,"[2.0, 1.0, 2.0, 3.0, 3.0, 1.0, 0.0, 2.0]",1.0350983390135313
1566056087.6877b4823a282cd8b05b56bf994aead3.134.6,1566188724.07978312887e4b92832085e5e97d8127.134.6,"I remember asking her what she thought of those early works. If you didn't know they were hers, you might not have been able to guess.",What made the early works so different?,What was her response?,1.0,7,"[1.0, 0.0, 0.0, 1.0, 2.0, 1.0, 2.0]",0.816496580927726
1566056087.6877b4823a282cd8b05b56bf994aead3.134.9,1566137854.a8218cf2c670854e0ff18cf35f66c962.134.9,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it",What happened to the painting?,What happened to the painting?,3.0,6,"[3.0, 3.0, 3.0, 3.0, 3.0, 3.0]",0.0
1566056087.6877b4823a282cd8b05b56bf994aead3.134.9,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.134.9,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it",What happened to the painting?,The neighbor stole it?,1.6666666666666667,6,"[1.0, 1.0, 2.0, 2.0, 3.0, 1.0]",0.816496580927726
1566056087.6877b4823a282cd8b05b56bf994aead3.134.9,1566188724.07978312887e4b92832085e5e97d8127.134.9,"One of the works, in fact, so didn't meet her mark, she had set it out in the trash in her studio, and her neighbor had taken it",What happened to the painting?,"What was her mark, comments are to vague. ",0.0,6,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",0.0
1566056087.6877b4823a282cd8b05b56bf994aead3.37.0,1566137854.a8218cf2c670854e0ff18cf35f66c962.37.0,"On the other end of the network, you have folks who are interested in things like hip-hop music and they even identify with living in the DC/Maryland/Virginia area over, say, the Baltimore city designation proper.",Is this a good place to live?,Is country life better in some respects?,1.6666666666666667,6,"[1.0, 2.0, 1.0, 1.0, 2.0, 3.0]",0.816496580927726
1566056087.6877b4823a282cd8b05b56bf994aead3.37.0,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.37.0,"On the other end of the network, you have folks who are interested in things like hip-hop music and they even identify with living in the DC/Maryland/Virginia area over, say, the Baltimore city designation proper.",Is this a good place to live?,What is your town's population?,0.2,5,"[1.0, 0.0, 0.0, 0.0, nan, 0.0]",0.447213595499958
1566056087.6877b4823a282cd8b05b56bf994aead3.37.0,1566188724.07978312887e4b92832085e5e97d8127.37.0,"On the other end of the network, you have folks who are interested in things like hip-hop music and they even identify with living in the DC/Maryland/Virginia area over, say, the Baltimore city designation proper.",Is this a good place to live?,Do you want to meet new people,0.8333333333333334,6,"[2.0, 1.0, 0.0, 0.0, 0.0, 2.0]",0.9831920802501751
1566056087.6877b4823a282cd8b05b56bf994aead3.37.12,1566137854.a8218cf2c670854e0ff18cf35f66c962.37.12,"On the one hand, you do have the media, politics and news lobe that tends to exist in Baltimore and other cities, but you also have this very predominant group of geeks and techies that are sort of taking over the top half of the network, and there's even a group that's so distinct and clear that we can identify it as Twitter employees, next to the geeks,",What problems has this caused?,What other groups are in SF that relate?,0.8571428571428571,7,"[1.0, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0]",0.8997354108424375
1566056087.6877b4823a282cd8b05b56bf994aead3.37.12,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.37.12,"On the one hand, you do have the media, politics and news lobe that tends to exist in Baltimore and other cities, but you also have this very predominant group of geeks and techies that are sort of taking over the top half of the network, and there's even a group that's so distinct and clear that we can identify it as Twitter employees, next to the geeks,",What problems has this caused?,Any other employees?,0.5,6,"[1.0, 0.0, 0.0, 0.0, 1.0, nan, 1.0]",0.5477225575051662
1566056087.6877b4823a282cd8b05b56bf994aead3.37.12,1566188724.07978312887e4b92832085e5e97d8127.37.12,"On the one hand, you do have the media, politics and news lobe that tends to exist in Baltimore and other cities, but you also have this very predominant group of geeks and techies that are sort of taking over the top half of the network, and there's even a group that's so distinct and clear that we can identify it as Twitter employees, next to the geeks,",What problems has this caused?,why is one group dominating? How does it harm all others?,2.0,7,"[3.0, 3.0, 0.0, 0.0, 3.0, 2.0, 3.0]",1.4142135623730951
1566056087.6877b4823a282cd8b05b56bf994aead3.37.15,1566137854.a8218cf2c670854e0ff18cf35f66c962.37.15,"So you can see, though, that the tensions that we've heard about in San Francisco in terms of people being concerned about gentrification and all the new tech companies that are bringing new wealth and settlement into the city are real,",What is the outcome of all this tension?,What brings these two groups together?,0.5,6,"[0.0, 3.0, 0.0, 0.0, 0.0, 0.0]",1.224744871391589
1566056087.6877b4823a282cd8b05b56bf994aead3.37.15,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.37.15,"So you can see, though, that the tensions that we've heard about in San Francisco in terms of people being concerned about gentrification and all the new tech companies that are bringing new wealth and settlement into the city are real,",What is the outcome of all this tension?,How much wealth?,0.8333333333333334,6,"[1.0, 0.0, 1.0, 1.0, 0.0, 2.0]",0.752772652709081
1566056087.6877b4823a282cd8b05b56bf994aead3.37.15,1566188724.07978312887e4b92832085e5e97d8127.37.15,"So you can see, though, that the tensions that we've heard about in San Francisco in terms of people being concerned about gentrification and all the new tech companies that are bringing new wealth and settlement into the city are real,",What is the outcome of all this tension?,what can be done to move communities closer,0.7142857142857143,7,"[2.0, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0]",0.7559289460184545
1566056087.6877b4823a282cd8b05b56bf994aead3.37.18,1566137854.a8218cf2c670854e0ff18cf35f66c962.37.18,"You can see the LGBT community is not really getting along with the geek community that well, the arts community,",Has anything been done to solve this problem?,Why does the LGBT community not get along with the tecky/geeks?,1.125,8,"[0.0, 0.0, 2.0, 0.0, 2.0, 1.0, 2.0, 2.0]",0.9910312089651149
1566056087.6877b4823a282cd8b05b56bf994aead3.37.18,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.37.18,"You can see the LGBT community is not really getting along with the geek community that well, the arts community,",Has anything been done to solve this problem?,Why arent they getting along?,1.2857142857142858,7,"[1.0, 1.0, 2.0, 2.0, 1.0, 2.0, 0.0]",0.7559289460184545
1566056087.6877b4823a282cd8b05b56bf994aead3.37.18,1566188724.07978312887e4b92832085e5e97d8127.37.18,"You can see the LGBT community is not really getting along with the geek community that well, the arts community,",Has anything been done to solve this problem?,what can be done to reduce barriers,2.5,8,"[0.0, 3.0, 3.0, 3.0, 2.0, 3.0, 3.0, 3.0]",1.0690449676496976
1566056087.6877b4823a282cd8b05b56bf994aead3.37.3,1566137854.a8218cf2c670854e0ff18cf35f66c962.37.3,"But in the middle, you see that there's something that connects the two communities together, and that's sports. We have the Baltimore Orioles, the Baltimore Ravens football team, Michael Phelps, the Olympian.",Are the communities united in other ways?,Do sports bring all people together?,1.3333333333333333,6,"[0.0, 2.0, 2.0, 0.0, 1.0, 3.0]",1.2110601416389968
1566056087.6877b4823a282cd8b05b56bf994aead3.37.3,1566150539.73b3b6e9cde92dec9b68ba3a506519c5.37.3,"But in the middle, you see that there's something that connects the two communities together, and that's sports. We have the Baltimore Orioles, the Baltimore Ravens football team, Michael Phelps, the Olympian.",Are the communities united in other ways?,What type of sports?,1.4,5,"[1.0, 1.0, 0.0, nan, 3.0, 2.0]",1.140175425099138
1566056087.6877b4823a282cd8b05b56bf994aead3.37.3,1566188724.07978312887e4b92832085e5e97d8127.37.3,"But in the middle, you see that there's something that connects the two communities together, and that's sports. We have the Baltimore Orioles, the Baltimore Ravens football team, Michael Phelps, the Olympian.",Are the communities united in other ways?,Is sport the only connector?,2.4285714285714284,7,"[3.0, 3.0, 3.0, 0.0, 3.0, 2.0, 3.0]",1.1338934190276817
